No.,Districts,Provinces,Company Name,Authorized Capital,Asset 61,Asset 62,Asset 63,Asset 64,Rev 61,Rev 62,Rev 63,Rev 64,Profit 61,Profit 62,Profit 63,Profit 64,ROA 61,ROA 62,ROA 63,ROA 64,ROE 61,ROE 62,ROE 63,ROE 64,NP 61,NP 62,NP 63,NP 64,Current 61,Current 62,Current 63,Current 64,Quick 61,Quick 62,Quick 63,Quick 64,A_Tirnover61,A_Tirnover62,A_Tirnover63,A_Tirnover64,DA 61,DA 62,DA 63,DA 64,DE 61,DE 62,DE 63,DE 64
153,เจริญกรุง,กทม.,Thai rose Jewelry,"5,000,000.00","13,844,363.53","13,018,479.49","12,851,477.52","12,705,092.37","1,566,037.46","1,328,430.27","343,094.61","615,808.58","37,794.03","-424,264.95","-612,077.86","-311,750.13",0.27,-3.16,-4.73,-2.44,0.58,-6.72,-10.57,-5.85,2.41,-31.94,-178.4,-50.62,1.86,1.86,1.73,1.67,-,-,-,-,0.11,0.1,0.03,0.05,0.53,0.53,0.57,0.59,1.12,1.13,1.34,1.46
154,เจริญกรุง,กทม.,THAIGEMS EXPORT LTD.,"25,000,000.00","12,245,366.89","39,897,339.42","75,769,850.57","65,161,764.44","31,886,879.35","28,202,305.17","35,266,262.84","22,247,260.03","961,184.08","-71,783.99","-63,644.29","764,640.23",3.73,-0.28,-0.11,1.09,8.43,-0.43,-0.29,3.46,3.01,-0.25,-0.18,3.44,30.34,2.15,1.39,1.51,2.63,2.18,1.12,0.5,1.24,1.08,0.61,0.32,0.03,0.45,0.71,0.65,0.03,0.83,2.48,1.9
155,เจริญกรุง,กทม.,The Hub Cafe Eatery,"1,000,000.00","16,418,885.05","6,211,323.49","6,168,240.97","5,138,609.56",-,"21,268,214.02","13,534,347.21","7,969,908.03",-,"-11,330,009.84","1,390,271.42","-740,959.86",-,-100.13,22.46,-13.11,-,195.33,-12.91,7.09,-,-53.27,10.27,-9.3,3.17,3.9,7.5,9.46,-,62.85,46.27,24.93,-,1.88,2.19,1.41,1.01,2.85,2.63,3.1,-122.24,-1.54,-1.61,-1.48
156,เจริญกรุง,กทม.,"TIVOLI STONE CO.,LTD","4,000,000.00","661,252.63","674,523.06","554,995.50","563,590.68","3,250,270.66","776,283.19","214,424.50","7,179.00","-1,111,721.66","-2,486,067.48","-2,208,246.32","-1,341,537.82",-181.07,-372.23,-359.2,-239.86,181.79,103.14,46.42,20.54,-34.2,-320.25,"-1,029.85","-18,686.97",0.35,23.6,32.76,33.38,-,-,-,-,5.29,1.16,0.35,0.01,2.77,6.42,11.56,13.78,-1.57,-1.18,-1.09,-1.08
157,เจริญกรุง,กทม.,Tory jewelry,"14,000,000.00","8,421,773.34","7,709,346.10","7,517,062.74","7,764,155.77","10,707,472.18","1,000,000.00",-,-,"291,624.60","-1,522,044.90","-2,260,770.51","-2,720,586.59",4.05,-18.87,-29.7,-35.61,-16.48,63.83,52.87,40.21,2.72,-152.2,-,-,0.31,0.19,0.16,0.15,-,-,-,-,1.49,0.12,-,-,1.19,1.41,1.72,2.05,-6.19,-3.45,-2.39,-1.96
158,เจริญกรุง,กทม.,"TURQUOISE CENTER CO.,LTD","4,000,000.00","1,489,515.35","530,908.52","1,162,205.34","565,724.82","554,517.13","2,699,254.67","2,957,380.75","3,872,939.42","-2,421,667.99","-971,578.49","-1,107,836.72","201,228.63",-90,-96.18,-130.86,23.29,-90.94,-100.54,"1,510.10",-38.21,-436.72,-35.99,-37.46,5.2,39.85,17.49,38.73,17.52,-,-,-,-,0.21,2.67,3.49,4.48,0.03,0.09,1.54,1.75,0.03,0.1,-2.85,-2.33
159,เจริญกรุง,กทม.,"UNIFINE CREATION CO.,LTD","18,000,000.00","104,508,836.93","127,234,849.37","121,916,150.20","126,935,135.33","65,113,490.53","64,723,605.50","58,047,949.37","60,065,601.16","1,123,544.76","1,077,602.95","1,081,832.07","2,030,685.96",0.82,0.93,0.87,1.63,4.37,4.02,3.88,6.89,1.73,1.66,1.86,3.38,2.63,2.75,3.36,3.09,0.79,1.18,1.03,1.09,0.48,0.56,0.47,0.48,0.75,0.78,0.77,0.76,2.97,3.65,3.28,3.16
160,เจริญกรุง,กทม.,"UNIQUE ENTERPRISES CO.,LTD.,PART","30,000,000.00","146,937,791.57","166,129,336.76","171,559,699.13","191,810,713.43","75,487,506.08","115,414,478.62","70,410,414.23","59,399,393.96","1,564,422.23","2,697,584.70","1,338,587.52","1,310,089.38",1.07,1.72,0.79,0.72,3.82,6.25,2.96,2.82,2.07,2.34,1.9,2.21,1.39,1.38,1.65,1.44,1.04,1.51,0.87,0.67,0.52,0.74,0.42,0.33,0.72,0.73,0.73,0.75,2.52,2.73,2.74,3.07
161,เจริญกรุง,กทม.,"Unity Gems & Jewelry Ltd., Part","5,000,000.00","5,205,588.70","5,309,994.95","5,304,882.55","5,295,535.67","689,765.71","352,706.32","7,513.61",5.62,"163,419.39","108,359.25","-4,968.40","-6,846.88",3.06,2.06,-0.09,-0.13,3.2,2.06,-0.09,-0.13,23.69,30.72,-66.13,"-121,830.60",446.33,690.8,703.38,"1,053.20",-,-,-,-,0.13,0.07,-,-,-,-,-,-,-,-,-,-
162,เจริญกรุง,กทม.,"V.S.J SILVER&GOLD MANVFACTORING.CO.,LTD","1,000,000.00","1,131,587.74","1,143,040.24","1,143,040.24","1,125,040.24","14,452.50","14,452.50",-,-,"11,452.50","11,452.50","-3,000.00","-3,000.00",1.02,1.01,-0.26,-0.26,1.03,1.02,-0.27,-0.27,79.24,79.24,-,-,11.21,12.17,10.14,60.85,-,-,-,-,0.01,0.01,-,-,0.01,0.01,0.02,-,0.01,0.01,0.02,-
163,เจริญกรุง,กทม.,VAIBHAV,"6,000,000.00","12,789,423.09","16,405,815.07","15,765,392.20","19,988,176.79","18,100,797.58","13,822,767.13","15,257,172.58","16,008,241.07","15,787.16","-1,020,381.42","86,288.31","168,960.36",0.11,-6.99,0.54,0.95,0.21,-14.5,1.31,2.52,0.09,-7.38,0.57,1.06,17.43,1.96,2.54,1.7,-,-,-,1.65,1.27,0.95,0.95,0.9,0.41,0.6,0.58,0.66,0.69,1.51,1.38,1.95
164,เจริญกรุง,กทม.,VM CREATION,"4,000,000.00","5,936,497.80","4,979,989.92","5,248,497.46","6,274,364.11","5,310,446.81","10,216,363.59","5,372,585.33","16,073,492.90","-195,070.20","546,678.56","262,350.10","373,269.60",-3.03,10.02,5.13,6.48,-4.35,11.74,5.18,6.94,-3.67,5.35,4.88,2.32,2.54,51.2,50.35,8.17,4.5,18.94,11.68,55.35,0.83,1.87,1.05,2.79,0.26,0.01,0.01,0.11,0.35,0.01,0.01,0.13
165,เจริญกรุง,กทม.,WAN FAH DINNER CRUISE,"2,000,000.00","797,662.07","807,665.08","821,465.23","809,465.35","75,290.48","44,768.46","48,360.15",0.12,"17,950.48","10,003.01","7,800.15","-7,999.88",2.28,1.25,0.96,-0.98,2.29,1.26,0.97,-0.99,23.84,22.34,16.13,"-6,666,566.67",132.94,134.61,68.46,101.18,-,-,-,-,0.1,0.06,0.06,-,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
166,เจริญกรุง,กทม.,WONG JEWELRY,"100,000,000.00","149,532,786.52","153,108,981.56","146,897,069.29","144,310,503.33","334,004,101.18","368,521,006.02","261,296,100.33","306,536,055.81","1,844,847.15","946,215.93","-1,660,428.30","1,223,483.63",1.28,0.63,-1.11,0.84,1.54,0.81,-1.43,1.06,0.55,0.26,-0.64,0.4,3.47,6.05,7.36,10.36,13.75,15.34,11.43,12.43,2.31,2.44,1.74,2.11,0.23,0.24,0.22,0.19,0.29,0.31,0.28,0.24
167,เจริญกรุง,กทม.,World group,"11,000,000.00","23,087,117.73","21,818,682.32","20,456,309.48","18,959,697.61","11,504,233.39","9,914,464.64","6,040,565.56","3,062,283.13","743,750.32","190,924.57","-2,127,323.90","-2,374,870.86",3.11,0.85,-10.06,-12.05,4.08,1.02,-12.01,-15.36,6.46,1.93,-35.22,-77.55,0.2,0.54,2.05,0.17,-,-,-,-,0.48,0.44,0.29,0.16,0.19,0.14,0.19,0.25,0.24,0.16,0.23,0.33
168,เจริญกรุง,กทม.,"ZOBIA SILVER CO.,LTD","5,000,000.00","8,143,622.51","7,139,240.24","8,296,236.03","8,505,052.86","10,905,352.11","9,534,184.88","10,386,210.82","12,581,029.74","384,799.88","396,011.66","416,736.10","480,800.23",6.02,5.18,5.4,5.72,8.92,6.38,6.3,6.81,3.53,4.15,4.01,3.82,4.06,11.68,5.61,6.91,15.86,11.98,9.9,10.4,1.71,1.25,1.35,1.5,0.26,0.1,0.18,0.14,0.36,0.11,0.22,0.16
169,เจริญกรุง,กทม.,กรินทร์ ออดิท จำกัด,"1,000,000.00","22,062,475.01","21,013,984.35","23,607,865.74","25,915,125.13","99,159,944.53","115,565,321.18","126,264,634.96","131,505,522.70","8,450,642.70","168,750.81","330,978.07","3,732,628.39",40.77,0.78,1.48,15.07,51.36,1.07,3.01,57.04,8.52,0.15,0.26,2.84,8.52,13.2,33.84,7.44,39.31,41.1,30.22,17.12,4.78,5.37,5.66,5.31,0.2,0.34,0.65,0.81,0.25,0.52,1.89,4.28
170,เจริญกรุง,กทม.,กรีน บอกซ์ ทราเวล,"2,000,000.00","2,308,419.44","2,303,023.77","2,291,110.52","2,291,110.52","763,418.98","1,340,517.62","170,523.02",-,"69,768.30","1,267.69","-18,913.25","-6,000.00",3.08,0.06,-0.82,-0.26,3.14,0.06,-0.84,-0.27,9.14,0.09,-11.09,-,44.44,50.85,43.82,39.31,-,-,-,-,0.34,0.58,0.07,-,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03
171,เจริญกรุง,กทม.,กว้างง่วนเส็งจั่น,"1,200,000.00","4,308,129.51","4,193,178.20","5,736,113.32","6,084,055.14","4,994,895.60","4,402,438.44","6,110,604.53","3,664,010.14","-2,257,194.66","-967,773.98","374,732.97","575,144.51",-44.89,-22.77,7.55,9.73,"-1,236.93",67.68,-21.7,-45.95,-45.19,-21.98,6.13,15.7,5.64,4.57,6.88,11.73,11.05,11.26,3.74,2.04,0.99,1.04,1.23,0.62,1.22,1.46,1.27,1.16,-5.55,-3.19,-4.73,-7.31
172,เจริญกรุง,กทม.,กว้างง่วนเฮง,"800,000.00","1,819,560.21","1,812,421.21","1,936,490.23","1,902,661.62","912,765.61","891,348.99","907,291.02","865,162.67","41,479.49","11,455.08","73,147.76","59,349.91",2.33,0.63,3.9,3.09,2.46,0.67,4.16,3.26,4.54,1.29,8.06,6.86,16.3,19.55,13.42,37.53,-,-,30.24,19.23,0.51,0.49,0.48,0.45,0.06,0.05,0.07,0.03,0.06,0.05,0.08,0.03
173,เจริญกรุง,กทม.,กันดม จำกัด,"5,000,000.00","3,938,606.27","4,338,768.83","4,662,527.00","5,297,241.67","1,968,856.73","2,185,109.91","1,639,571.70","1,845,047.51","36,492.18","245,721.61","320,041.66","323,098.74",0.93,5.94,7.11,6.49,0.94,6.13,7.46,7,1.85,11.25,19.52,17.51,3.96,0.85,0.89,0.23,26.61,29.38,20.73,21.23,0.5,0.53,0.36,0.37,0.01,0.05,0.05,0.1,0.01,0.05,0.05,0.11
174,เจริญกรุง,กทม.,กัมมาราโฟโต้,"40,000,000.00","87,830,541.65","95,349,105.65","97,591,036.42","99,699,020.45","46,645,397.00","40,740,664.22","31,769,335.71","29,838,681.37","1,047,459.55","896,299.18","674,380.94","585,354.50",1.18,0.98,0.7,0.59,1.96,1.65,1.22,1.05,2.25,2.2,2.12,1.96,8.56,26.63,24.72,25.76,269.46,350.85,376.16,215.94,0.53,0.44,0.33,0.3,0.39,0.42,0.43,0.44,0.63,0.74,0.76,0.78
175,เจริญกรุง,กทม.,กิตติเมธี,"4,800,000.00","15,884,813.02","16,299,070.61","16,765,431.51","16,703,746.96","26,443,850.03","18,758,662.94","18,978,060.69","17,320,053.72","495,601.78","399,588.49","444,228.45","256,883.89",3.12,2.48,2.69,1.54,3.26,2.56,2.77,1.61,1.87,2.13,2.34,1.48,35.41,35.3,34.66,15.68,-,6.2,4.41,2.66,1.66,1.17,1.15,1.04,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.07
176,เจริญกรุง,กทม.,กิ้มเฮงเซียง,"5,000,000.00","281,190,874.47","264,523,820.01","239,850,673.56","255,071,123.65","406,342,058.87","393,084,718.04","296,147,781.99","371,604,273.94","13,881,714.62","12,953,179.50","11,932,455.91","12,263,403.16",5.26,4.75,4.73,4.96,8.58,7.5,6.53,6.55,3.42,3.3,4.03,3.3,2.4,1.87,2.56,2.54,6.73,5.54,4.2,5.45,1.54,1.44,1.17,1.5,0.4,0.33,0.21,0.27,0.67,0.5,0.27,0.37
177,เจริญกรุง,กทม.,กิลด์ (กรุงเทพ) จำกัด,"4,000,000.00",-,"4,631,425.88","2,767,125.45","3,626,531.42",-,"260,147.80","2,247,168.13","4,901,563.67",-,"-811,216.54","-789,193.18","933,897.82",-,-17.52,-21.33,29.21,-,-25.44,-28.24,32.58,-,-311.83,-35.12,19.05,-,113.96,3.78,3.91,-,0.97,6.89,12.34,-,0.06,0.61,1.53,-,0.31,0.13,0.08,-,0.45,0.15,0.09
178,เจริญกรุง,กทม.,เกรซเวย์ อินเตอร์เนชั่นแนล,"4,000,000.00","11,555,129.02","10,812,239.38","11,810,986.93","11,984,627.18","8,669,862.24","8,022,163.23","6,368,160.88","9,853,332.38","726,501.77","692,587.78","-88,710.01","996,115.71",6.43,6.19,-0.78,8.37,6.81,6.81,-0.96,10.25,8.38,8.63,-1.39,10.11,21.55,9.93,20.7,7.87,89.02,54.49,77.19,145.32,0.77,0.72,0.56,0.83,0.04,0.14,0.22,0.15,0.05,0.16,0.28,0.17
179,เจริญกรุง,กทม.,แกรนด์ โปรเกรส เทรดดิ้ง จำกัด,"1,000,000.00","1,976,985.13","3,111,363.96","2,231,035.51","1,727,838.84","864,868.00","1,624,821.12","1,451,240.84","2,246,632.00","-718,221.24","141,928.24","320,625.47","326,236.30",-32.06,5.58,12,16.48,12.64,-2.38,-5.59,-6.02,-83.04,8.74,22.09,14.52,0.25,0.34,0.28,0.25,-,9.56,12.11,25.25,0.39,0.64,0.54,1.14,4.06,2.9,3.5,4.04,-1.33,-1.53,-1.4,-1.33
180,เจริญกรุง,กทม.,โกลเด้น เอ็ม,"120,000,000.00","197,667,613.92","249,143,055.09","224,776,589.51","249,098,519.83","177,056,986.61","186,985,444.71","170,608,141.86","232,087,657.40","-6,374,227.01","1,042,621.92","-6,482,194.64","8,129,796.15",-3.36,0.47,-2.74,3.43,-15.91,1.82,-8.68,10.77,-3.6,0.56,-3.8,3.5,1.18,1.42,1.54,1.56,3.26,2.59,2.18,2.84,0.93,0.84,0.72,0.98,0.81,0.69,0.68,0.68,4.36,2.2,2.15,2.13
181,เจริญกรุง,กทม.,ขายยาโอเรียลแตล,"100,000.00","2,529,085.59","2,124,906.56","2,015,757.07","1,771,454.64","3,295,757.05","2,597,545.36","2,706,951.58","2,255,415.54","-481,602.57","-522,021.90","-219,499.35","-346,194.69",-17.45,-22.43,-10.6,-18.28,-74.29,-356.42,97.86,68.26,-14.61,-20.1,-8.11,-15.35,15.64,15.23,12.53,14.42,71.09,99.26,303.03,"1,036.97",1.19,1.12,1.31,1.19,0.84,1.05,1.17,1.38,5.21,-19.55,-7.03,-3.6
182,เจริญกรุง,กทม.,ครีเอทีฟ แอคเคาน์ติ้ง,"1,000,000.00","7,312,834.47","8,344,369.89","9,640,273.01","11,250,005.72","4,811,036.52","5,261,795.38","5,627,853.44","6,021,566.98","899,547.68","862,482.29","902,997.66","1,460,996.01",13.47,11.02,10.04,13.99,15.53,12.92,11.95,16.72,18.7,16.39,16.05,24.26,6.22,6.48,3.81,2.91,2.15,2.41,3.14,2.6,0.72,0.67,0.63,0.58,0.15,0.15,0.17,0.16,0.17,0.17,0.2,0.19
183,เจริญกรุง,กทม.,คุนซิน,"5,000,000.00","3,079,899.87","2,914,219.81","2,942,381.13","1,285,481.99","5,198,947.07","4,971,588.59","1,688,137.36","1,199,051.51","286,458.86","279,588.90","-71,525.18","-1,747,701.66",9.24,9.33,-2.44,-82.68,-18.53,-22.14,6.17,84.48,5.51,5.62,-4.24,-145.76,14.76,17.6,11.11,3.3,13.53,13.05,5.53,6.53,1.68,1.66,0.58,0.57,1.46,1.39,1.41,3.29,-3.2,-3.59,-3.46,-1.44
184,เจริญกรุง,กทม.,เค วี อิเล็คทริคซัพพลาย,"1,000,000.00","63,967,632.79","62,572,083.77","73,661,198.54","76,446,479.10","111,193,573.31","204,519,065.54","151,243,429.83","110,681,749.27","3,247,816.84","5,536,761.61","5,749,871.47","3,227,879.38",5.7,8.75,8.44,4.3,7.57,11.71,10.86,5.62,2.92,2.71,3.8,2.92,3.16,4.54,4.09,4.14,3.5,6.07,3.81,2.65,1.95,3.23,2.22,1.47,0.3,0.2,0.24,0.23,0.44,0.25,0.32,0.3
185,เจริญกรุง,กทม.,จักรวาลโฟโต้ดิจิตอล,"5,000,000.00","12,561,541.14","13,168,112.81","13,984,670.19","14,805,317.12","13,989,898.39","18,767,832.36","16,340,992.79","13,454,034.34","-1,759,194.01","680,702.71","821,057.17","817,926.34",-13.15,5.29,6.05,5.68,-13.29,5.36,6.1,5.73,-12.57,3.63,5.02,6.08,11.27,7.14,52.19,68.48,-,-,-,-,1.05,1.46,1.2,0.93,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01
186,เจริญกรุง,กทม.,จาคอบส์จิวเวลรี่ จำกัด,"30,000,000.00","727,352,929.71","765,291,310.78","787,559,850.57","840,573,953.37","260,838,045.37","531,269,070.19","534,511,379.76","461,150,683.99","4,887,652.90","7,126,040.53","7,793,227.87","5,842,289.07",0.69,0.95,1,0.72,5.98,8.13,8.19,5.73,1.87,1.34,1.46,1.27,1.35,1.26,1.23,1.21,1.53,3.23,2.6,1.91,0.37,0.71,0.69,0.57,0.88,0.88,0.87,0.88,7.64,7.39,6.95,7.01
187,เจริญกรุง,กทม.,จิน เจิ้น ไข่มุก,"4,000,000.00","684,862.55","512,539.78","270,539.51","150,530.20","852,346.00","956,393.47","1,082,351.00","1,124,620.50","-977,525.58","-1,219,866.88","-993,824.29","-974,006.81",-159.3,-203.75,-253.82,-462.63,27.86,33.82,26.76,20.73,-114.69,-127.55,-91.82,-86.61,0.15,0.14,0.06,0.03,-,-,-,-,1.39,1.6,2.76,5.34,6.84,7.28,16.56,35.44,-1.17,-1.16,-1.06,-1.03
188,เจริญกรุง,กทม.,จิรชัย เทรดดิ้ง จำกัด,"1,000,000.00","651,178.23","356,154.58","373,520.46","106,909.94","1,729,754.63","1,728,603.46","1,988,977.63","1,625,136.66","-120,296.43","-51,396.27","-33,582.45","-209,394.08",-24.4,-10.2,-9.2,-87.17,8.71,3.5,2.23,12.84,-6.95,-2.97,-1.69,-12.88,0.16,0.02,0.15,0.02,18.28,17.44,36.7,30.76,3.51,3.43,5.45,6.77,3.21,5.19,5.09,17.23,-1.45,-1.24,-1.24,-1.06
189,เจริญกรุง,กทม.,จิวเป็งเซ็ง,"800,000.00","25,979,581.82","26,309,725.69","24,462,609.45","31,060,465.11","91,895,318.93","94,659,463.80","67,691,864.55","100,339,447.09","1,581,418.86","857,027.27","-248,125.48","2,501,043.84",5.87,3.28,-0.98,9.01,10.47,6.2,-1.96,18.18,1.72,0.91,-0.37,2.49,2.39,2,2.23,2.12,5.8,5.9,4.28,5.71,3.41,3.62,2.67,3.61,0.43,0.52,0.49,0.52,0.74,1.06,0.96,1.07
190,เจริญกรุง,กทม.,เจ.รัตนา จำกัด,"5,000,000.00","1,018,939.79","1,557,622.37","862,333.99","1,223,083.10","514,000.00","636,000.00","443,000.00","431,000.00","-236,541.92","-64,029.21","-89,435.37","-94,303.30",-22.76,-4.97,-7.39,-9.04,17.23,4.2,5.59,5.58,-46.02,-10.07,-20.19,-21.88,48.62,79.78,43.54,54.55,-,-,-,-,0.49,0.49,0.37,0.41,2.46,2,2.91,2.42,-1.68,-2,-1.52,-1.7
191,เจริญกรุง,กทม.,เจ็นนิวอิน เจมส์ แอนด์ จิวเวลเลอรี่ จำกัด,"10,000,000.00","48,959,894.45","48,704,544.54","47,869,337.25","45,522,727.54","9,351,118.87","10,398,312.03","8,313,355.04","4,798,580.04","45,139.44","316,210.88","-131,181.65","-1,621,090.14",0.1,0.65,-0.27,-3.47,0.11,0.75,-0.31,-3.89,0.48,3.04,-1.58,-33.78,30.36,30.08,31.93,29.65,-,-,-,-,0.2,0.21,0.17,0.1,0.14,0.13,0.11,0.1,0.16,0.14,0.13,0.11
192,เจริญกรุง,กทม.,เจริญกิจพานิช อินเตอร์เทรด,"6,000,000.00","24,378,191.99","23,118,233.21","22,516,529.36","19,500,184.20","15,443,283.93","12,334,101.16","7,763,143.56","7,331,888.83","653,750.74","500,978.13","-586,830.27","6,396.58",2.79,2.11,-2.57,0.03,3.28,2.53,-3.09,0.03,4.23,4.06,-7.56,0.09,5.94,6.33,6.21,25.68,1.15,0.83,0.51,0.47,0.66,0.52,0.34,0.35,0.17,0.17,0.17,0.04,0.2,0.2,0.2,0.04
193,เจริญกรุง,กทม.,เจ้าพระยา ริเวอร์ ไลน์ จำกัด,"65,000,000.00","48,302,104.23","104,428,698.98","88,842,942.68","74,459,479.00","1,728,574.62","25,758,791.42","8,992,032.84","4,017,673.00","-3,362,870.86","-5,217,236.71","-12,529,381.11","-7,476,271.00",-12.24,-6.83,-12.97,-9.16,-13.04,-10.13,-24.99,-18.22,-194.55,-20.25,-139.34,-186.08,6.07,0.94,0.48,0.35,1.99,25.49,7.38,4.55,0.06,0.34,0.09,0.05,0.03,0.46,0.51,0.49,0.04,0.85,1.03,0.95
194,เจริญกรุง,กทม.,เจี๊ยบ ฮง เสง,"300,000.00","8,904,564.31","8,893,418.47","8,490,781.08","8,665,480.28","2,383,858.57","2,859,034.80","1,793,754.20","789,599.00","-78,848.45","7,380.69","-121,400.89","-308,475.37",-0.89,0.08,-1.4,-3.6,20.78,-1.78,25.71,44.89,-3.31,0.26,-6.77,-39.07,13.92,19.76,27.8,29.71,17.19,21.67,26.94,8.91,0.27,0.32,0.21,0.09,1.05,1.05,1.06,1.1,-22.26,-22.61,-16.93,-11.3
195,เจริญกรุง,กทม.,ช. การช่าง,"1,693,899,970.00","77,443,269,482.00","73,091,659,443.00","75,722,833,109.00","75,380,708,625.00","24,454,300,510.00","20,041,455,381.00","14,294,634,091.00","10,326,998,748.00","1,240,039,949.00","452,292,060.00","93,662,069.00","706,403,632.00",1.62,0.6,0.13,0.94,5.2,1.87,0.4,3.12,5.07,2.26,0.66,6.84,0.84,0.92,1.25,0.71,1.99,2.44,3.42,2.65,0.32,0.27,0.19,0.14,0.69,0.67,0.7,0.7,2.23,1.99,2.32,2.34
196,เจริญกรุง,กทม.,ชวนิชย์ จำกัด,"3,000,000.00","71,241,380.86","83,905,767.58","89,162,529.07","84,222,233.53","55,019,438.16","80,922,405.13","51,617,817.46","44,074,854.83","2,758,837.88","10,483,361.36","3,598,252.19","-134,292.15",3.95,13.51,4.16,-0.15,4.31,14.84,4.63,-0.17,5.01,12.95,6.97,-0.3,10.27,9.48,10.02,28.05,6.67,8.13,4.23,4.72,0.79,1.04,0.6,0.51,0.08,0.1,0.11,0.06,0.09,0.11,0.12,0.06
197,เจริญกรุง,กทม.,ซันลัค บุ๊คกิ้ง เซนเตอร์ จำกัด,"2,000,000.00","1,794,007.76","1,864,770.18","321,749.69","902,697.02","1,762,595.81","1,699,068.17","262,301.81","187,249.42","-206,255.58","81,194.09","-1,077,293.45","-243,463.84",-11.52,4.44,-98.54,-39.77,-17.19,7.14,-168.53,-50.84,-11.7,4.78,-410.71,-130.02,1.98,2.49,1.14,18.81,50.81,2.26,0.7,-,0.98,0.93,0.24,0.31,0.39,0.37,0.69,0.05,0.64,0.58,2.2,0.05
198,เจริญกรุง,กทม.,ซาชิเจมส์แอนด์ทูล จำกัด,"4,000,000.00","14,297,223.62","15,459,727.26","15,556,589.45","20,095,113.61","21,371,062.02","21,982,008.94","22,463,448.63","25,251,869.72","1,061,011.33","998,339.83","1,253,669.22","2,069,738.84",8.09,6.71,8.08,11.61,9.56,8.23,9.46,13.88,4.96,4.54,5.58,8.2,5.32,5.41,9.19,4.54,5.11,5.42,6.45,4.12,1.63,1.48,1.45,1.42,0.19,0.18,0.11,0.21,0.23,0.22,0.12,0.26
199,เจริญกรุง,กทม.,ซึงเต็กเฮงหลี จำกัด,"4,000,000.00","2,757,828.11","2,952,319.67","845,711.10","418,181.06","2,869,613.40","2,725,195.16","1,845,702.85",-,"-288,328.64","48,507.72","-1,923,603.73","-427,530.04",-9.85,1.7,-101.29,-67.65,-10.07,1.77,-106.6,-67.98,-10.05,1.78,-104.22,-,13.25,4.36,140.39,139.39,-,-,-,-,0.98,0.95,0.97,-,0.01,0.06,-,0.01,0.01,0.07,-,0.01
200,เจริญกรุง,กทม.,ซุปเปอร์เวฟ เซอร์วิส จำกัด,"1,000,000.00",-,"1,357,527.39","695,107.08","893,135.54",-,"1,628,038.92","402,647.69","1,466,133.56",-,"-453,942.05","-682,787.35","255,569.26",-,-33.44,-66.53,32.18,-,-34.97,-71.36,34.39,-,-27.88,-169.57,17.43,-,20.37,8.1,39.7,-,4.39,1.63,18.1,-,1.2,0.39,1.85,-,0.04,0.11,0.02,-,0.05,0.13,0.03
201,เจริญกรุง,กทม.,โซเฟีย บิวตี้ซาลอน,"3,750,000.00",-,-,"50,038.71","416,888.55",-,-,"2,600,817.13","3,446,438.05",-,-,"-1,237,068.57","-583,665.07",-,-,"-2,472.22",-250,-,-,253.98,85.19,-,-,-47.56,-16.94,-,-,0.08,0.29,-,-,173.36,61.93,-,-,51.98,14.76,-,-,10.73,3.12,-,-,-1.1,-1.47
202,เจริญกรุง,กทม.,โซลิต้า เจมส์ แอนด์ จิวเวลรี่,"6,000,000.00","21,922,589.57","18,194,969.00","24,309,276.64","29,921,587.19","9,957,758.02","15,726,577.37","11,139,056.10","23,180,746.79","244,988.69","-289,665.34","6,903.75","166,342.62",1.48,-1.44,0.03,0.61,5.59,-6.65,0.13,2.64,2.46,-1.84,0.06,0.72,1.26,1.3,1.34,1.27,14.17,23.49,237.73,713.43,0.6,0.78,0.52,0.85,0.79,0.77,0.74,0.79,3.87,3.32,2.91,3.68
203,เจริญกรุง,กทม.,ดีเซนโต้,"1,000,000.00","7,510,257.33","4,998,648.98","2,899,260.45","1,375,942.53","9,570,434.39","6,291,155.77","2,844,548.42","1,412,654.99","711,911.81","-2,129,937.04","-1,912,691.11","-879,605.34",10.18,-34.05,-48.44,-41.15,12.28,-41.87,-62.4,-52.7,7.44,-33.86,-67.24,-62.27,9.01,9.73,3.03,7.27,3.88,4.18,7.89,4.87,1.37,1.01,0.72,0.66,0.18,0.2,0.27,0.11,0.22,0.24,0.37,0.12
204,เจริญกรุง,กทม.,เดอปาสซิอง จำกัด,"2,000,000.00","2,676,343.17","2,626,968.33","2,223,738.78","2,065,784.96","2,395,847.72","2,643,644.23","1,113,135.95","1,120,117.49","83,942.33","80,681.35","-388,912.44","-163,304.97",3.02,3.04,-16.04,-7.61,3.4,3.16,-16.2,-7.69,3.5,3.05,-34.94,-14.58,16.38,80.58,121.89,87.44,-,1.14,0.51,0.57,0.86,1,0.46,0.52,0.06,0.01,0.01,0.01,0.06,0.01,0.01,0.01
